source_table,file,column,dtype_sample,missing_rate_sample
data_dictionary,module_F_external_transportability\external_macro_direction_consistency.csv,outcome,str,0.0
data_dictionary,module_F_external_transportability\external_macro_direction_consistency.csv,term,str,0.0
data_dictionary,module_F_external_transportability\external_macro_direction_consistency.csv,estimate,float64,0.0
data_dictionary,module_F_external_transportability\external_macro_direction_consistency.csv,se,float64,0.0
data_dictionary,module_F_external_transportability\external_macro_direction_consistency.csv,z,float64,0.0
data_dictionary,module_F_external_transportability\external_macro_direction_consistency.csv,p_value,float64,0.0
data_dictionary,module_F_external_transportability\external_macro_direction_consistency.csv,ci_low,float64,0.0
data_dictionary,module_F_external_transportability\external_macro_direction_consistency.csv,ci_high,float64,0.0
data_dictionary,module_F_external_transportability\external_macro_direction_consistency.csv,n,int64,0.0
data_dictionary,module_F_external_transportability\external_macro_direction_consistency.csv,n_clusters,int64,0.0
data_dictionary,module_F_external_transportability\external_macro_direction_consistency.csv,n_parameters,int64,0.0
data_dictionary,module_F_external_transportability\external_macro_direction_consistency.csv,estimate_CI,str,0.0
data_dictionary,module_F_external_transportability\external_transportability_map.csv,dataset,str,0.0
data_dictionary,module_F_external_transportability\external_transportability_map.csv,role,str,0.0
data_dictionary,module_F_external_transportability\external_transportability_map.csv,n_subjects,int64,0.0
data_dictionary,module_F_external_transportability\external_transportability_map.csv,n_events,int64,0.0
data_dictionary,module_F_external_transportability\external_transportability_map.csv,median_iauc_2h,float64,0.2
data_dictionary,module_F_external_transportability\external_transportability_map.csv,median_peak_delta_2h,float64,0.2
data_dictionary,module_F_external_transportability\external_transportability_map.csv,paper_interpretation,str,0.0
data_dictionary,module_G_counterfactual_meal_redesign\counterfactual_meal_redesign_effects.csv,target,str,0.0
data_dictionary,module_G_counterfactual_meal_redesign\counterfactual_meal_redesign_effects.csv,target_label,str,0.0
data_dictionary,module_G_counterfactual_meal_redesign\counterfactual_meal_redesign_effects.csv,unit,str,0.0
data_dictionary,module_G_counterfactual_meal_redesign\counterfactual_meal_redesign_effects.csv,scenario_id,str,0.0
data_dictionary,module_G_counterfactual_meal_redesign\counterfactual_meal_redesign_effects.csv,scenario_label,str,0.0
data_dictionary,module_G_counterfactual_meal_redesign\counterfactual_meal_redesign_effects.csv,scenario_type,str,0.0
data_dictionary,module_G_counterfactual_meal_redesign\counterfactual_meal_redesign_effects.csv,scenario_description,str,0.0
data_dictionary,module_G_counterfactual_meal_redesign\counterfactual_meal_redesign_effects.csv,n_meals,int64,0.0
data_dictionary,module_G_counterfactual_meal_redesign\counterfactual_meal_redesign_effects.csv,n_subjects,int64,0.0
data_dictionary,module_G_counterfactual_meal_redesign\counterfactual_meal_redesign_effects.csv,mean_baseline_prediction,float64,0.0
data_dictionary,module_G_counterfactual_meal_redesign\counterfactual_meal_redesign_effects.csv,mean_counterfactual_prediction,float64,0.0
data_dictionary,module_G_counterfactual_meal_redesign\counterfactual_meal_redesign_effects.csv,mean_delta_pred,float64,0.0
data_dictionary,module_G_counterfactual_meal_redesign\counterfactual_meal_redesign_effects.csv,median_delta_pred,float64,0.0
data_dictionary,module_G_counterfactual_meal_redesign\counterfactual_meal_redesign_effects.csv,q25_delta_pred,float64,0.0
data_dictionary,module_G_counterfactual_meal_redesign\counterfactual_meal_redesign_effects.csv,q75_delta_pred,float64,0.0
data_dictionary,module_G_counterfactual_meal_redesign\counterfactual_meal_redesign_effects.csv,mean_predicted_reduction,float64,0.0
data_dictionary,module_G_counterfactual_meal_redesign\counterfactual_meal_redesign_effects.csv,median_predicted_reduction,float64,0.0
data_dictionary,module_G_counterfactual_meal_redesign\counterfactual_meal_redesign_effects.csv,percent_meals_with_predicted_reduction,float64,0.0
data_dictionary,module_G_counterfactual_meal_redesign\counterfactual_meal_redesign_effects.csv,mean_relative_reduction_percent,float64,0.0
data_dictionary,module_G_counterfactual_meal_redesign\counterfactual_meal_redesign_effects.csv,median_relative_reduction_percent,float64,0.0
data_dictionary,module_G_counterfactual_meal_redesign\counterfactual_meal_redesign_effects.csv,high_risk_n_meals,int64,0.0
data_dictionary,module_G_counterfactual_meal_redesign\counterfactual_meal_redesign_effects.csv,high_risk_mean_delta_pred,float64,0.0
data_dictionary,module_G_counterfactual_meal_redesign\counterfactual_meal_redesign_effects.csv,high_risk_mean_predicted_reduction,float64,0.0
data_dictionary,module_G_counterfactual_meal_redesign\counterfactual_meal_redesign_effects.csv,high_risk_percent_meals_with_predicted_reduction,float64,0.0
data_dictionary,module_G_counterfactual_meal_redesign\counterfactual_subgroup_net_benefit_existing_subgroups.csv,target,str,0.0
data_dictionary,module_G_counterfactual_meal_redesign\counterfactual_subgroup_net_benefit_existing_subgroups.csv,target_label,str,0.0
data_dictionary,module_G_counterfactual_meal_redesign\counterfactual_subgroup_net_benefit_existing_subgroups.csv,unit,str,0.0
data_dictionary,module_G_counterfactual_meal_redesign\counterfactual_subgroup_net_benefit_existing_subgroups.csv,scenario_id,str,0.0
data_dictionary,module_G_counterfactual_meal_redesign\counterfactual_subgroup_net_benefit_existing_subgroups.csv,scenario_label,str,0.0
data_dictionary,module_G_counterfactual_meal_redesign\counterfactual_subgroup_net_benefit_existing_subgroups.csv,subgroup_variable,str,0.0
data_dictionary,module_G_counterfactual_meal_redesign\counterfactual_subgroup_net_benefit_existing_subgroups.csv,subgroup_level,str,0.0
data_dictionary,module_G_counterfactual_meal_redesign\counterfactual_subgroup_net_benefit_existing_subgroups.csv,n_meals,int64,0.0
data_dictionary,module_G_counterfactual_meal_redesign\counterfactual_subgroup_net_benefit_existing_subgroups.csv,n_subjects,int64,0.0
data_dictionary,module_G_counterfactual_meal_redesign\counterfactual_subgroup_net_benefit_existing_subgroups.csv,mean_delta_pred,float64,0.0
data_dictionary,module_G_counterfactual_meal_redesign\counterfactual_subgroup_net_benefit_existing_subgroups.csv,median_delta_pred,float64,0.0
data_dictionary,module_G_counterfactual_meal_redesign\counterfactual_subgroup_net_benefit_existing_subgroups.csv,mean_predicted_reduction,float64,0.0
data_dictionary,module_G_counterfactual_meal_redesign\counterfactual_subgroup_net_benefit_existing_subgroups.csv,percent_meals_with_predicted_reduction,float64,0.0
data_dictionary,module_G_counterfactual_meal_redesign\counterfactual_subgroup_net_benefit_existing_subgroups.csv,mean_relative_reduction_percent,float64,0.0
data_dictionary,module_G_counterfactual_meal_redesign\counterfactual_subject_level_heterogeneity.csv,target,str,0.0
data_dictionary,module_G_counterfactual_meal_redesign\counterfactual_subject_level_heterogeneity.csv,target_label,str,0.0
data_dictionary,module_G_counterfactual_meal_redesign\counterfactual_subject_level_heterogeneity.csv,unit,str,0.0
data_dictionary,module_G_counterfactual_meal_redesign\counterfactual_subject_level_heterogeneity.csv,scenario_id,str,0.0
data_dictionary,module_G_counterfactual_meal_redesign\counterfactual_subject_level_heterogeneity.csv,scenario_label,str,0.0
data_dictionary,module_G_counterfactual_meal_redesign\counterfactual_subject_level_heterogeneity.csv,subject_id,int64,0.0
data_dictionary,module_G_counterfactual_meal_redesign\counterfactual_subject_level_heterogeneity.csv,n_meals,int64,0.0
data_dictionary,module_G_counterfactual_meal_redesign\counterfactual_subject_level_heterogeneity.csv,mean_baseline_prediction,float64,0.0
data_dictionary,module_G_counterfactual_meal_redesign\counterfactual_subject_level_heterogeneity.csv,mean_counterfactual_prediction,float64,0.0
data_dictionary,module_G_counterfactual_meal_redesign\counterfactual_subject_level_heterogeneity.csv,mean_delta_pred,float64,0.0
data_dictionary,module_G_counterfactual_meal_redesign\counterfactual_subject_level_heterogeneity.csv,median_delta_pred,float64,0.0
data_dictionary,module_G_counterfactual_meal_redesign\counterfactual_subject_level_heterogeneity.csv,mean_predicted_reduction,float64,0.0
data_dictionary,module_G_counterfactual_meal_redesign\counterfactual_subject_level_heterogeneity.csv,percent_meals_with_predicted_reduction,float64,0.0
data_dictionary,module_G_counterfactual_meal_redesign\counterfactual_subject_level_heterogeneity.csv,mean_relative_reduction_percent,float64,0.0
data_dictionary,module_H_prediction_TRIPOD_PROBAST_AI\prediction_conformal_interval_coverage.csv,target,str,0.0
data_dictionary,module_H_prediction_TRIPOD_PROBAST_AI\prediction_conformal_interval_coverage.csv,target_label,str,0.0
data_dictionary,module_H_prediction_TRIPOD_PROBAST_AI\prediction_conformal_interval_coverage.csv,model,str,0.0
data_dictionary,module_H_prediction_TRIPOD_PROBAST_AI\prediction_conformal_interval_coverage.csv,n,int64,0.0
data_dictionary,module_H_prediction_TRIPOD_PROBAST_AI\prediction_conformal_interval_coverage.csv,coverage_q90,float64,0.0
data_dictionary,module_H_prediction_TRIPOD_PROBAST_AI\prediction_conformal_interval_coverage.csv,coverage_q95,float64,0.0
data_dictionary,module_H_prediction_TRIPOD_PROBAST_AI\prediction_conformal_interval_coverage.csv,median_q90_width,float64,0.0
data_dictionary,module_H_prediction_TRIPOD_PROBAST_AI\prediction_conformal_interval_coverage.csv,median_q95_width,float64,0.0
data_dictionary,module_H_prediction_TRIPOD_PROBAST_AI\prediction_leakage_audit.csv,column,str,0.0
data_dictionary,module_H_prediction_TRIPOD_PROBAST_AI\prediction_leakage_audit.csv,reason,str,0.0
data_dictionary,module_H_prediction_TRIPOD_PROBAST_AI\prediction_leakage_audit.csv,dtype,str,0.0
data_dictionary,module_H_prediction_TRIPOD_PROBAST_AI\prediction_leakage_audit.csv,missing_rate,float64,0.0
data_dictionary,module_H_prediction_TRIPOD_PROBAST_AI\prediction_model_performance_summary.csv,target,str,0.0
data_dictionary,module_H_prediction_TRIPOD_PROBAST_AI\prediction_model_performance_summary.csv,target_label,str,0.0
data_dictionary,module_H_prediction_TRIPOD_PROBAST_AI\prediction_model_performance_summary.csv,model,str,0.0
data_dictionary,module_H_prediction_TRIPOD_PROBAST_AI\prediction_model_performance_summary.csv,n,int64,0.0
data_dictionary,module_H_prediction_TRIPOD_PROBAST_AI\prediction_model_performance_summary.csv,n_subjects,int64,0.0
data_dictionary,module_H_prediction_TRIPOD_PROBAST_AI\prediction_model_performance_summary.csv,MAE,float64,0.0
data_dictionary,module_H_prediction_TRIPOD_PROBAST_AI\prediction_model_performance_summary.csv,RMSE,float64,0.0
data_dictionary,module_H_prediction_TRIPOD_PROBAST_AI\prediction_model_performance_summary.csv,R2,float64,0.0
data_dictionary,module_H_prediction_TRIPOD_PROBAST_AI\prediction_model_performance_summary.csv,mean_signed_error,float64,0.0
data_dictionary,module_H_prediction_TRIPOD_PROBAST_AI\prediction_model_performance_summary.csv,calibration_intercept,float64,0.0
data_dictionary,module_H_prediction_TRIPOD_PROBAST_AI\prediction_model_performance_summary.csv,calibration_slope,float64,0.0
data_dictionary,module_H_prediction_TRIPOD_PROBAST_AI\prediction_model_performance_summary.csv,AUC_high_response,float64,0.0
data_dictionary,module_H_prediction_TRIPOD_PROBAST_AI\prediction_model_performance_summary.csv,AUPRC_high_response,float64,0.0
data_dictionary,module_H_prediction_TRIPOD_PROBAST_AI\prediction_model_performance_summary.csv,sensitivity_high_flag,float64,0.0
data_dictionary,module_H_prediction_TRIPOD_PROBAST_AI\prediction_model_performance_summary.csv,specificity_high_flag,float64,0.0
data_dictionary,module_H_prediction_TRIPOD_PROBAST_AI\prediction_model_performance_summary.csv,net_benefit_pt25,float64,0.0
data_dictionary,module_H_prediction_TRIPOD_PROBAST_AI\prediction_predictor_dictionary.csv,feature_set,str,0.0
data_dictionary,module_H_prediction_TRIPOD_PROBAST_AI\prediction_predictor_dictionary.csv,feature,str,0.0
data_dictionary,module_H_prediction_TRIPOD_PROBAST_AI\prediction_predictor_dictionary.csv,type,str,0.0
data_dictionary,module_H_prediction_TRIPOD_PROBAST_AI\prediction_predictor_dictionary.csv,description,str,0.0
