analysis,perm_id,outcome,outcome_label,exposure,exposure_label,n,beta,se,p_value,effect
Permuted exposure,171,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4105,0.03253177215535685,0.019635659588509068,0.10914300043587968,0.03253177215535685
Permuted exposure,172,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1951,-0.03162254310823198,0.021277563390250585,0.1484024651714588,-3.1127779434631853
Permuted exposure,172,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1972,0.08324471168643564,0.03044904912968403,0.010556290436504136,8.680773056237602
Permuted exposure,172,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4052,-0.013840252587798828,0.015078769151099188,0.3671269122632188,-0.013840252587798828
Permuted exposure,172,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4110,-0.001103210342406605,0.020744907621329477,0.9579801675965016,-0.001103210342406605
Permuted exposure,173,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1956,-0.008012656400933734,0.028196194572171755,0.7783671891026481,-0.798064063713888
Permuted exposure,173,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1968,0.07682866891585764,0.03682339584230226,0.04584463065609754,7.985704746378874
Permuted exposure,173,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4048,0.012213019816833575,0.018023277670190737,0.503995496887732,0.012213019816833575
Permuted exposure,173,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4097,-0.006161711453784926,0.021203043412869133,0.7735739187965185,-0.006161711453784926
Permuted exposure,174,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1960,0.03484607151919892,0.021906545459428262,0.12291276297172009,3.546030969950542
Permuted exposure,174,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1979,4.7841916778177675e-4,0.04492369039305581,0.9915759383200984,0.04785336284844899
Permuted exposure,174,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4055,0.005176802238318336,0.016900891175544566,0.7618130023736993,0.005176802238318336
Permuted exposure,174,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4106,-0.025579690036693296,0.034167133892279204,0.4605326157144426,-0.025579690036693296
Permuted exposure,175,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1962,0.010748612509054904,0.025780653858833966,0.6799121037816385,1.0806586371164384
Permuted exposure,175,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1965,-7.371107826196763e-4,0.04534302715811994,0.9871412323103688,-0.07368391832037746
Permuted exposure,175,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4054,0.0024262048862213332,0.015705129755707585,0.8784204057262874,0.0024262048862213332
Permuted exposure,175,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4096,-0.024019023152661325,0.03726100677672884,0.5246158606799283,-0.024019023152661325
Permuted exposure,176,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1950,-0.031246956625009484,0.02103862599352082,0.148658638002305,-3.0763815778981574
Permuted exposure,176,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1973,4.935019247887149e-4,0.03621955980060575,0.9892222360727931,0.0493623716897762
Permuted exposure,176,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4053,-0.0059629200621182325,0.016012063203676246,0.7126121621954081,-0.0059629200621182325
Permuted exposure,176,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4103,0.039666809510510555,0.017219508316402,0.029176459340757965,0.039666809510510555
Permuted exposure,177,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1952,-0.001686435810011329,0.02081126888921025,0.9359907874904814,-0.1685014576192856
Permuted exposure,177,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1971,-0.05513435977150665,0.053021236959083576,0.3070000330629248,-5.364201303187787
Permuted exposure,177,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4060,-0.0055415065195479184,0.015096707619571338,0.7165396377724107,-0.0055415065195479184
Permuted exposure,177,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4108,-0.011893385754060109,0.023138739748417767,0.6114312086339104,-0.011893385754060109
Permuted exposure,178,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1956,0.008224668533586575,0.02567650060062922,0.7511048544008508,0.8258584037325711
Permuted exposure,178,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1980,-0.031247879667817974,0.04412572061786271,0.48450203722985086,-3.076471042505824
Permuted exposure,178,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4052,0.006072597033400985,0.013746965772974067,0.6623290309694111,0.006072597033400985
Permuted exposure,178,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4110,0.03175546428003171,0.019404121837450935,0.1133334353147433,0.03175546428003171
Permuted exposure,179,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1943,0.007045597461226583,0.025020577071294382,0.7803269883039724,0.7070476076935339
Permuted exposure,179,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1969,0.045766743036036485,0.0467397056530564,0.3355879043792389,4.683020204161581
Permuted exposure,179,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4047,0.04019374570012887,0.016285965632944967,0.020484740275199982,0.04019374570012887
Permuted exposure,179,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4096,0.003945659666214915,0.020908666742079852,0.851731959815059,0.003945659666214915
Permuted exposure,180,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1942,0.03622439473168506,0.033123275021173654,0.2834397483598028,3.6888492702762843
Permuted exposure,180,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1968,-0.05809883222772169,0.04518502384760217,0.20868606287421648,-5.644331098115163
Permuted exposure,180,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4053,0.002043803635420885,0.014352626871342781,0.8878623999525266,0.002043803635420885
Permuted exposure,180,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4103,-0.010599257711066307,0.02193102915466442,0.6327792501690328,-0.010599257711066307
Permuted exposure,181,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1952,0.04190829115232497,0.024878699530963652,0.10320082701278363,4.279884048537497
Permuted exposure,181,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1971,-0.02204534222370606,0.036576508198637454,0.5513804533509172,-2.1804119530790644
Permuted exposure,181,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4054,-0.006718328021326937,0.013785342674336986,0.6300921548862015,-0.006718328021326937
Permuted exposure,181,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4097,-0.024979504870180653,0.0219636494318845,0.2654009906841969,-0.024979504870180653
Permuted exposure,182,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1946,-0.015253588928645223,0.02806779189255477,0.5911173409101721,-1.5137842206007668
Permuted exposure,182,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1972,0.05911909956174576,0.035208854250313844,0.10387770185132904,6.090158613013297
Permuted exposure,182,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4053,-0.011435090844596167,0.015442170198916421,0.465625513918709,-0.011435090844596167
Permuted exposure,182,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4105,-0.017080519685079627,0.020065053927872695,0.4021135410628117,-0.017080519685079627
Permuted exposure,183,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1952,0.0171859385618156,0.023764104550249847,0.4755621234536984,1.7334466447679553
Permuted exposure,183,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1965,0.05314562698072479,0.03814629045569099,0.17414559766463356,5.458320970626351
Permuted exposure,183,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4052,0.018908386235458506,0.01229063863850744,0.13602416629548306,0.018908386235458506
Permuted exposure,183,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4103,-0.003027981902053673,0.028819041953392514,0.9170978971788798,-0.003027981902053673
Permuted exposure,184,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1948,-0.023033539887565273,0.028971460096833178,0.43327682966915015,-2.277029295088351
Permuted exposure,184,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1972,0.045987386649304456,0.03310098471114832,0.1753160364741844,4.706120392348012
Permuted exposure,184,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4047,-0.012434952078977633,0.01565671341601693,0.43425426683784063,-0.012434952078977633
Permuted exposure,184,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4098,0.0014100667235001105,0.02800624785139855,0.9602022984788858,0.0014100667235001105
Permuted exposure,185,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1947,0.013028535602503277,0.021563659279635303,0.5505822804188291,1.3113776759357876
Permuted exposure,185,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1971,-0.011536840931338995,0.04491263792705656,0.7990906106757011,-1.1470546768651224
Permuted exposure,185,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4056,0.002652322919470575,0.01427770460616368,0.8540693676671863,0.002652322919470575
Permuted exposure,185,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4101,-0.03235084251315786,0.05596303711792909,0.5678339267354222,-0.03235084251315786
Permuted exposure,186,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1946,0.008561127654691197,0.02337263179582116,0.7169030205815684,0.8597878910583834
Permuted exposure,186,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1975,0.10677499381783498,0.05029898168336404,0.04242971185127103,11.268386556230814
Permuted exposure,186,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4053,-0.0033425595153385415,0.017424223979689263,0.8493625539883443,-0.0033425595153385415
Permuted exposure,186,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4107,-0.024346555180745955,0.03115509731186945,0.4410882616589673,-0.024346555180745955
Permuted exposure,187,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1951,0.018257792068028043,0.026584919412766393,0.4978749277512189,1.8425484563875605
Permuted exposure,187,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1969,0.03336185620571141,0.05395329425114844,0.5411732106234475,3.3924603592518032
Permuted exposure,187,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4046,0.006232951689227804,0.015547517727662505,0.6917716329580254,0.006232951689227804
Permuted exposure,187,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4099,0.021648696915560508,0.02450271027567671,0.384753670706272,0.021648696915560508
Permuted exposure,188,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1950,0.02816491580414284,0.02765885852566762,0.31725564941898343,2.856529710822042
Permuted exposure,188,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1972,0.021425136296784195,0.04399688677181063,0.6299405905675257,2.165630250011752
Permuted exposure,188,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4062,0.030125383305287776,0.014606662334103727,0.04928918029095272,0.030125383305287776
Permuted exposure,188,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4101,0.009956010828307387,0.02249224451179497,0.6615506897877377,0.009956010828307387
Permuted exposure,189,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1957,-0.04838293870177354,0.02384049631071438,0.05201492148997991,-4.723113486170893
Permuted exposure,189,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1974,0.0036202323109351476,0.0401076533664842,0.9286988716338125,0.36267932669336034
Permuted exposure,189,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4053,0.026790811937148492,0.01797555134778875,0.1481512296941433,0.026790811937148492
Permuted exposure,189,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4102,-0.02113978781917281,0.02192381986305841,0.34348385336302445,-0.02113978781917281
Permuted exposure,190,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1955,0.03368053371801685,0.021742809823745983,0.13260161147016097,3.4254144618970583
Permuted exposure,190,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1967,-0.054989271597184,0.03293759061721279,0.10578009455573006,-5.350469771811972
Permuted exposure,190,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4059,-0.0018227373162216386,0.014532508203979238,0.9011520381864813,-0.0018227373162216386
Permuted exposure,190,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4105,0.03450258557321863,0.02001640487716578,0.0961937335702354,0.03450258557321863
Permuted exposure,191,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1946,-0.04036103489699414,0.025564895417650668,0.1256215506185101,-3.9557376753784568
Permuted exposure,191,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1971,0.04949522265280554,0.037611864956495426,0.19849987733834762,5.074057245030783
Permuted exposure,191,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4058,5.168069052370365e-4,0.012858675883660072,0.9682476527468911,5.168069052370365e-4
Permuted exposure,191,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4102,0.03578948799915325,0.020143057751695236,0.08647416688278038,0.03578948799915325
Permuted exposure,192,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1948,0.052579911054456065,0.022305690910306486,0.025634919051504636,5.398678390864986
Permuted exposure,192,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1984,-0.04483905933812817,0.036801739814387675,0.2328934863449572,-4.384864691768787
Permuted exposure,192,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4055,0.011442233913290878,0.016244286519856422,0.48745478555787813,0.011442233913290878
Permuted exposure,192,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4105,-0.018708808042515086,0.016990102967589706,0.2805476236357787,-0.018708808042515086
Permuted exposure,193,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1967,-1.593373977733369e-4,0.025880889098828293,0.9951314577622266,-0.015932470424440126
Permuted exposure,193,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1970,0.05260603103702256,0.028906188151968482,0.07911321125621662,5.401431438461701
Permuted exposure,193,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4063,-0.008904403858784044,0.012710637729776196,0.4898077274174081,-0.008904403858784044
Permuted exposure,193,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4103,0.0233849970016004,0.017805708208306854,0.20011963309995068,0.0233849970016004
Permuted exposure,194,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1953,-0.011866396760956258,0.025185760254541004,0.6411803840111601,-1.1796268737977011
Permuted exposure,194,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1984,-0.02571033680866348,0.035693981708604446,0.47710707778605543,-2.5382640500138387
Permuted exposure,194,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4063,-0.03055101402028472,0.014191175399802598,0.04078805407486049,-0.03055101402028472
Permuted exposure,194,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4108,0.06847847227499525,0.022332668486205173,0.004880819747994668,0.06847847227499525
Permuted exposure,195,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1947,-0.012835337634696825,0.02752827101323647,0.6446364387395409,-1.275331598880336
Permuted exposure,195,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1974,-0.03818581157402243,0.039545098259583654,0.3422150112329233,-3.7465925697423463
Permuted exposure,195,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4054,0.010286148049702841,0.02011809730810744,0.6134640456135868,0.010286148049702841
Permuted exposure,195,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4109,-0.028973679551650523,0.019676253625918374,0.15203310826622385,-0.028973679551650523
Permuted exposure,196,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1941,-0.02049482888014762,0.026265231263914283,0.4417596684635079,-2.028623732129331
Permuted exposure,196,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1972,0.012198530363464187,0.04227824295666393,0.7749936103872274,1.2273235891821388
Permuted exposure,196,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4057,0.005377976089491893,0.017487753123122687,0.7608913523404632,0.005377976089491893
Permuted exposure,196,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4097,0.022313656287751296,0.02373196844477828,0.3554328370111002,0.022313656287751296
Permuted exposure,197,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1953,0.03558562465335164,0.03287414271572295,0.2882734988852529,3.6226370853382317
Permuted exposure,197,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1971,-0.05011521579811863,0.03239646046332467,0.13272356581554348,-4.8880165843233065
Permuted exposure,197,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4057,0.010937185348618369,0.0161462056178959,0.5041455895877665,0.010937185348618369
Permuted exposure,197,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4101,0.008551754530238109,0.020464966235480355,0.6793447440359096,0.008551754530238109
Permuted exposure,198,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1953,0.045393459337020714,0.02931391817836649,0.1327248316619653,4.6439510315519295
Permuted exposure,198,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1969,0.03526607450017627,0.039941058847533115,0.384522705073182,3.5895297457946285
Permuted exposure,198,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4062,-0.009250523677475014,0.0156303515159364,0.5590754819352428,-0.009250523677475014
Permuted exposure,198,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4100,0.012089926804419287,0.022633659038882703,0.5976040419575003,0.012089926804419287
Permuted exposure,199,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1953,-0.032881602009676165,0.02165595642333339,0.14013443835690606,-3.2346879008165685
Permuted exposure,199,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1974,0.0351285091146412,0.029168848801511535,0.2382050057927148,3.5752803923291054
Permuted exposure,199,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4056,-0.0036245420418733903,0.01833894301536648,0.8448623909467182,-0.0036245420418733903
Permuted exposure,199,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4107,1.8108656785490587e-5,0.017901076978695588,0.999200300665177,1.8108656785490587e-5
Permuted exposure,200,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1956,0.01493880837888438,0.025806916382534528,0.5673059119906425,1.5050950102142746
Permuted exposure,200,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1962,-0.04793578955169121,0.04287485803796245,0.2727266724819583,-4.680500980981018
Permuted exposure,200,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4066,-3.768713003093011e-4,0.016737252256184543,0.9822075408851899,-3.768713003093011e-4
Permuted exposure,200,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4100,0.02892057975102005,0.027501734986301957,0.30230836737394196,0.02892057975102005
Permuted exposure,201,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1956,0.020584812139750965,0.027852115014752796,0.46601226281561214,2.079814064650831
Permuted exposure,201,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1982,-0.05551851542870262,0.04089640102747616,0.18508055309600147,-5.400549198558602
Permuted exposure,201,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4056,-0.006266450667423538,0.014544265813931215,0.6701257388058516,-0.006266450667423538
Permuted exposure,201,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4104,-7.728820672910242e-4,0.017117152142216333,0.9643180611930048,-7.728820672910242e-4
Permuted exposure,202,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1948,-0.0060795631270028246,0.024943414136622342,0.8092136872474243,-0.6061119977453733
Permuted exposure,202,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1968,0.05472397870032586,0.02956671155762707,0.07439937385130897,5.6249027205900415
Permuted exposure,202,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4054,-0.0106087558951771,0.016571917227986763,0.527667254961656,-0.0106087558951771
Permuted exposure,202,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4093,0.007159028484337379,0.020515675902675126,0.7298305066140651,0.007159028484337379
Permuted exposure,203,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1948,-0.061350533702319666,0.02359581908818001,0.014713947145577331,-5.950649268291119
Permuted exposure,203,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1972,-0.02818697168306537,0.041275841406507266,0.5000941081273429,-2.7793425292770624
Permuted exposure,203,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4055,-0.011203701338290475,0.01614099512578634,0.49353978538125975,-0.011203701338290475
Permuted exposure,203,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4102,0.03734437789727851,0.01776321441651761,0.044986413482102305,0.03734437789727851
Permuted exposure,204,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1952,0.009945028152577471,0.02981523998504313,0.7412003428775438,0.999464428660346
Permuted exposure,204,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1974,0.025566984644407258,0.035736311791294106,0.4800616705706918,2.5896623289435983
Permuted exposure,204,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4053,-0.023600395280779635,0.0161047733479165,0.15479364730734455,-0.023600395280779635
Permuted exposure,204,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4110,-0.012638404187475628,0.01839211924777179,0.49783974923465324,-0.012638404187475628
Permuted exposure,205,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1942,0.015862566673693887,0.026878419739576963,0.5598166217920137,1.5989045056743034
Permuted exposure,205,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1971,-0.026245821249668736,0.040051996635818286,0.5174435583288179,-2.590439322438376
Permuted exposure,205,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4055,0.025908473971553218,0.016971497165485006,0.13893806781202234,0.025908473971553218
Permuted exposure,205,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4104,0.018141058724906806,0.020569615206584957,0.38559647043747736,0.018141058724906806
Permuted exposure,206,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1947,-0.04455178456220962,0.023762366685260234,0.0712743769388898,-4.357392929415438
Permuted exposure,206,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1964,-0.0602781719927269,0.03665316989717891,0.11086004982717086,-5.849740249940771
Permuted exposure,206,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4057,-0.0034878978554509876,0.019834913721354725,0.8617770596889278,-0.0034878978554509876
Permuted exposure,206,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4102,-0.011900471275429564,0.02217906814366023,0.5959632610941484,-0.011900471275429564
Permuted exposure,207,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1946,0.019778912365544687,0.025648727055880307,0.44707951194066775,1.9975811057572956
Permuted exposure,207,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1972,0.008444316665694328,0.052571997810884015,0.8735033575123295,0.8480070475642032
Permuted exposure,207,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4050,-0.005609126692029863,0.018212154012345626,0.7605452772282039,-0.005609126692029863
Permuted exposure,207,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4099,0.015532787274474191,0.024408271595140075,0.5298911376722975,0.015532787274474191
Permuted exposure,208,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1955,-0.013880231101489096,0.024410008037527742,0.5741410302815554,-1.3784344847573071
Permuted exposure,208,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1979,0.009341112370274133,0.0459989686722168,0.840496725199032,0.9384876723536939
Permuted exposure,208,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4067,-0.02769434023950164,0.01222455686807246,0.03204520273894034,-0.02769434023950164
Permuted exposure,208,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4105,-0.010256643961350337,0.030445352189829102,0.7388067518127048,-0.010256643961350337
Permuted exposure,209,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1953,0.02267552775072232,0.025248287426995728,0.37678960449922283,2.293457181159142
Permuted exposure,209,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1972,-0.06632016412981417,0.03696903535257003,0.08325671798784504,-6.416880325797935
